"adr","State","City","Service","Count","EditionYear","Comments","lon","lat"
"Williamsport, Pennsylvania","Pennsylvania","Williamsport","Tourist Home",4,1939,"",-77.0010786,41.2411897
"Wilmington, Delaware","Delaware","Wilmington","Tourist Home",4,1938,"",-75.5397878,39.7390721
"Wilmington, Delaware","Delaware","Wilmington","Tourist Home",4,1939,"",-75.5397878,39.7390721
"Wilmington, North Carolina","North Carolina","Wilmington","Taxi",1,1939,"",-77.9447102,34.2257255
"Wilmington, North Carolina","North Carolina","Wilmington","Hotel",1,1939,"",-77.9447102,34.2257255
"Wilson, North Carolina","North Carolina","Wilson","Hotel",2,1939,"",-77.9155395,35.7212689
"Wilson, North Carolina","North Carolina","Wilson","Taxi",1,1939,"",-77.9155395,35.7212689
"Wilson, North Carolina","North Carolina","Wilson","Hotel",1,1938,"",-77.9155395,35.7212689
"Winchester, Virginia","Virginia","Winchester","Restaurant",1,1939,"",-78.1633341,39.1856597
"Winchester, Virginia","Virginia","Winchester","Tourist Home",2,1938,"",-78.1633341,39.1856597
"Winchester, Virginia","Virginia","Winchester","Hotel",1,1938,"",-78.1633341,39.1856597
"Winchester, Virginia","Virginia","Winchester","Tourist Home",2,1939,"",-78.1633341,39.1856597
"Winchester, Virginia","Virginia","Winchester","Hotel",1,1939,"",-78.1633341,39.1856597
"Winston Salem, North Carolina","North Carolina","Winston Salem","Taxi",3,1939,"",-80.244216,36.0998596
"Winston Salem, North Carolina","North Carolina","Winston Salem","Hotel",2,1939,"",-80.244216,36.0998596
"Winston Salem, North Carolina","North Carolina","Winston Salem","Night Club",1,1939,"",-80.244216,36.0998596
"Winston Salem, North Carolina","North Carolina","Winston Salem","Tourist Home",4,1939,"",-80.244216,36.0998596
"Winston-Salem, North Carolina","North Carolina","Winston-Salem","Beauty Parlor",1,1938,"",-80.244216,36.0998596
"Winston-Salem, North Carolina","North Carolina","Winston-Salem","Tourist Home",4,1938,"",-80.244216,36.0998596
"Winston-Salem, North Carolina","North Carolina","Winston-Salem","Hotel",2,1938,"",-80.244216,36.0998596
"Witchita Falls, Texas","Texas","Witchita Falls","Tourist Home",2,1939,"",-98.4933873,33.9137085
"Yakima, Washington","Washington","Yakima","Tourist Home",4,1939,"",-120.5058987,46.6020711
"Yazoo City, Mississippi","Mississippi","Yazoo City","Hotel",1,1939,"",-90.4056468,32.8551326
"Yazoo City, Mississippi","Mississippi","Yazoo City","Tourist Home",4,1939,"",-90.4056468,32.8551326
"Yonkers, New York","New York","Yonkers","Dine and Dance",1,1937,"",-73.8987469,40.9312099
"York, Pennsylvania","Pennsylvania","York","Hotel",2,1939,"",-76.727745,39.9625984
"York, Pennsylvania","Pennsylvania","York","Tourist Home",3,1939,"",-76.727745,39.9625984
"York, Pennsylvania","Pennsylvania","York","Hotel",2,1938,"",-76.727745,39.9625984
"York, Pennsylvania","Pennsylvania","York","Tourist Home",4,1938,"",-76.727745,39.9625984
"Zanesville, Ohio","Ohio","Zanesville","Tourist Home",2,1939,"",-82.0131924,39.9403453
"Zanesville, Ohio","Ohio","Zanesville","Hotel",2,1939,"",-82.0131924,39.9403453
"Zanesville, Ohio","Ohio","Zanesville","Hotel",2,1938,"",-82.0131924,39.9403453
